C,NEMP.WORLD,TRADINGIS,AEMO,PUBLIC,2025/06/09,22:55:11,0000000467004272,TRADINGIS,0000000467004271
I,TRADING,INTERCONNECTORRES,2,SETTLEMENTDATE,RUNNO,INTERCONNECTORID,PERIODID,METEREDMWFLOW,MWFLOW,MWLOSSES,LASTCHANGED
D,TRADING,INTERCONNECTORRES,2,"2025/06/09 23:00:00",1,N-Q-MNSP1,276,-9.3,-9,-0.16,"2025/06/09 22:55:04"
D,TRADING,INTERCONNECTORRES,2,"2025/06/09 23:00:00",1,NSW1-QLD1,276,-295.9,-339.89,-1.13,"2025/06/09 22:55:04"
D,TRADING,INTERCONNECTORRES,2,"2025/06/09 23:00:00",1,T-V-MNSP1,276,-378.5,-390,17.34,"2025/06/09 22:55:04"
D,TRADING,INTERCONNECTORRES,2,"2025/06/09 23:00:00",1,V-S-MNSP1,276,45,45,-0.87,"2025/06/09 22:55:04"
D,TRADING,INTERCONNECTORRES,2,"2025/06/09 23:00:00",1,V-SA,276,-85.63,-106.01,0.43,"2025/06/09 22:55:04"
D,TRADING,INTERCONNECTORRES,2,"2025/06/09 23:00:00",1,VIC1-NSW1,276,-391.22,-430.18,6.13,"2025/06/09 22:55:04"
I,TRADING,PRICE,3,SETTLEMENTDATE,RUNNO,REGIONID,PERIODID,RRP,EEP,INVALIDFLAG,LASTCHANGED,ROP,RAISE6SECRRP,RAISE6SECROP,RAISE60SECRRP,RAISE60SECROP,RAISE5MINRRP,RAISE5MINROP,RAISEREGRRP,RAISEREGROP,LOWER6SECRRP,LOWER6SECROP,LOWER60SECRRP,LOWER60SECROP,LOWER5MINRRP,LOWER5MINROP,LOWERREGRRP,LOWERREGROP,RAISE1SECRRP,RAISE1SECROP,LOWER1SECRRP,LOWER1SECROP,PRICE_STATUS
D,TRADING,PRICE,3,"2025/06/09 23:00:00",1,SA1,276,138.04,0,0,"2025/06/09 22:55:04",138.04,0.37,0.37,0.1,0.1,0.1,0.1,9.89,9.89,0.1,0.1,0.38,0.38,0.01,0.01,0.01,0.01,0.04,0.04,0,0,FIRM
D,TRADING,PRICE,3,"2025/06/09 23:00:00",1,NSW1,276,80.9,0,0,"2025/06/09 22:55:04",80.9,0.37,0.37,0.1,0.1,0.1,0.1,9.89,9.89,0.1,0.1,0.38,0.38,0.01,0.01,0.01,0.01,0.04,0.04,0,0,FIRM
D,TRADING,PRICE,3,"2025/06/09 23:00:00",1,QLD1,276,78.73,0,0,"2025/06/09 22:55:04",78.73,0.37,0.37,0.1,0.1,0.1,0.1,9.89,9.89,0.1,0.1,0.38,0.38,0.01,0.01,0.01,0.01,0.04,0.04,0,0,FIRM
D,TRADING,PRICE,3,"2025/06/09 23:00:00",1,TAS1,276,150.02,0,0,"2025/06/09 22:55:04",150.02,0.37,0.37,0.36,0.36,0.1,0.1,6.16,6.16,0.1,0.1,0.38,0.38,0.01,0.01,2.96,2.96,0.04,0.04,0,0,FIRM
D,TRADING,PRICE,3,"2025/06/09 23:00:00",1,VIC1,276,140.45,0,0,"2025/06/09 22:55:04",140.45,0.37,0.37,0.1,0.1,0.1,0.1,9.89,9.89,0.1,0.1,0.38,0.38,0.01,0.01,0.01,0.01,0.04,0.04,0,0,FIRM
C,"END OF REPORT",15
